[2026-06-17T10:29:45.073+0000] {local_task_job_runner.py:123} INFO - ::group::Pre task execution logs
[2026-06-17T10:29:45.103+0000] {taskinstance.py:2603} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: tmdb_incremental_sync.incremental_sync_pipeline manual__2026-06-17T10:29:43.491344+00:00 [queued]>
[2026-06-17T10:29:45.114+0000] {taskinstance.py:2603} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: tmdb_incremental_sync.incremental_sync_pipeline manual__2026-06-17T10:29:43.491344+00:00 [queued]>
[2026-06-17T10:29:45.115+0000] {taskinstance.py:2856} INFO - Starting attempt 1 of 3
[2026-06-17T10:29:45.136+0000] {taskinstance.py:2879} INFO - Executing <Task(PythonOperator): incremental_sync_pipeline> on 2026-06-17 10:29:43.491344+00:00
[2026-06-17T10:29:45.154+0000] {logging_mixin.py:190} WARNING - /home/***/.local/lib/python3.12/site-packages/***/task/task_runner/standard_task_runner.py:70 DeprecationWarning: This process (pid=2518) is multi-threaded, use of fork() may lead to deadlocks in the child.
[2026-06-17T10:29:45.153+0000] {standard_task_runner.py:104} INFO - Running: ['***', 'tasks', 'run', 'tmdb_incremental_sync', 'incremental_sync_pipeline', 'manual__2026-06-17T10:29:43.491344+00:00', '--job-id', '16', '--raw', '--subdir', 'DAGS_FOLDER/tmdb_incremental_sync.py', '--cfg-path', '/tmp/tmpx36haeip']
[2026-06-17T10:29:45.156+0000] {standard_task_runner.py:72} INFO - Started process 2521 to run task
[2026-06-17T10:29:45.156+0000] {standard_task_runner.py:105} INFO - Job 16: Subtask incremental_sync_pipeline
[2026-06-17T10:29:45.250+0000] {task_command.py:467} INFO - Running <TaskInstance: tmdb_incremental_sync.incremental_sync_pipeline manual__2026-06-17T10:29:43.491344+00:00 [running]> on host d8c53ec118ae
[2026-06-17T10:29:45.411+0000] {taskinstance.py:3122} INFO - Exporting env vars: AIRFLOW_CTX_DAG_OWNER='***' AIRFLOW_CTX_DAG_ID='tmdb_incremental_sync' AIRFLOW_CTX_TASK_ID='incremental_sync_pipeline' AIRFLOW_CTX_EXECUTION_DATE='2026-06-17T10:29:43.491344+00:00' AIRFLOW_CTX_TRY_NUMBER='1' AIRFLOW_CTX_DAG_RUN_ID='manual__2026-06-17T10:29:43.491344+00:00'
[2026-06-17T10:29:45.413+0000] {taskinstance.py:731} INFO - ::endgroup::
[2026-06-17T10:29:45.458+0000] {logging_mixin.py:190} INFO - Starting incremental sync for 2026-05-15 → 2026-06-17...
[2026-06-17T10:34:17.566+0000] {logging_mixin.py:190} INFO - Skipping movie 1575795: could not fetch metadata.
[2026-06-17T10:34:17.642+0000] {logging_mixin.py:190} INFO - Skipping movie 1575802: could not fetch metadata.
[2026-06-17T10:34:17.662+0000] {logging_mixin.py:190} INFO - Skipping movie 1575805: could not fetch metadata.
[2026-06-17T10:34:21.617+0000] {logging_mixin.py:190} INFO - Skipping movie 527397: could not fetch metadata.
[2026-06-17T10:34:23.771+0000] {logging_mixin.py:190} INFO - Skipping movie 1313946: could not fetch metadata.
[2026-06-17T10:34:29.419+0000] {logging_mixin.py:190} INFO - Skipping movie 1314343: could not fetch metadata.
[2026-06-17T10:34:30.882+0000] {logging_mixin.py:190} INFO - Skipping movie 1576677: could not fetch metadata.
[2026-06-17T10:34:31.172+0000] {logging_mixin.py:190} INFO - Skipping movie 1314569: could not fetch metadata.
[2026-06-17T10:34:33.581+0000] {logging_mixin.py:190} INFO - Skipping movie 1576901: could not fetch metadata.
[2026-06-17T10:34:35.230+0000] {logging_mixin.py:190} INFO - Skipping movie 790606: could not fetch metadata.
[2026-06-17T10:34:38.682+0000] {logging_mixin.py:190} INFO - Skipping movie 1052983: could not fetch metadata.
[2026-06-17T10:34:39.226+0000] {logging_mixin.py:190} INFO - Skipping movie 528718: could not fetch metadata.
[2026-06-17T10:34:44.899+0000] {logging_mixin.py:190} INFO - Skipping movie 529035: could not fetch metadata.
[2026-06-17T10:34:45.432+0000] {logging_mixin.py:190} INFO - Skipping movie 1577665: could not fetch metadata.
[2026-06-17T10:34:53.370+0000] {logging_mixin.py:190} INFO - Skipping movie 1578103: could not fetch metadata.
[2026-06-17T10:34:57.434+0000] {logging_mixin.py:190} INFO - Skipping movie 1578417: could not fetch metadata.
[2026-06-17T10:34:57.871+0000] {logging_mixin.py:190} INFO - Skipping movie 1578444: could not fetch metadata.
[2026-06-17T10:34:58.416+0000] {logging_mixin.py:190} INFO - Skipping movie 1578514: could not fetch metadata.
[2026-06-17T10:34:59.805+0000] {logging_mixin.py:190} INFO - Skipping movie 1054307: could not fetch metadata.
[2026-06-17T10:35:00.517+0000] {logging_mixin.py:190} INFO - Skipping movie 1316515: could not fetch metadata.
[2026-06-17T10:35:01.895+0000] {logging_mixin.py:190} INFO - Skipping movie 1054470: could not fetch metadata.
[2026-06-17T10:35:04.098+0000] {logging_mixin.py:190} INFO - Skipping movie 1578919: could not fetch metadata.
[2026-06-17T10:35:06.061+0000] {logging_mixin.py:190} INFO - Skipping movie 1054755: could not fetch metadata.
[2026-06-17T10:35:10.623+0000] {logging_mixin.py:190} INFO - Skipping movie 1055097: could not fetch metadata.
[2026-06-17T10:35:11.386+0000] {logging_mixin.py:190} INFO - Skipping movie 1055129: could not fetch metadata.
[2026-06-17T10:35:13.981+0000] {logging_mixin.py:190} INFO - Skipping movie 1579546: could not fetch metadata.
[2026-06-17T10:35:17.062+0000] {logging_mixin.py:190} INFO - Skipping movie 269081: could not fetch metadata.
[2026-06-17T10:35:19.070+0000] {logging_mixin.py:190} INFO - Skipping movie 1579911: could not fetch metadata.
[2026-06-17T10:35:20.222+0000] {logging_mixin.py:190} INFO - Skipping movie 1579992: could not fetch metadata.
[2026-06-17T10:35:24.800+0000] {logging_mixin.py:190} INFO - Skipping movie 1580321: could not fetch metadata.
[2026-06-17T10:35:26.790+0000] {logging_mixin.py:190} INFO - Skipping movie 1580463: could not fetch metadata.
[2026-06-17T10:35:26.864+0000] {logging_mixin.py:190} INFO - Skipping movie 1318324: could not fetch metadata.
[2026-06-17T10:35:27.072+0000] {logging_mixin.py:190} INFO - Skipping movie 1318338: could not fetch metadata.
[2026-06-17T10:35:28.930+0000] {logging_mixin.py:190} INFO - Skipping movie 269889: could not fetch metadata.
[2026-06-17T10:35:29.826+0000] {logging_mixin.py:190} INFO - Skipping movie 1580708: could not fetch metadata.
[2026-06-17T10:35:34.742+0000] {logging_mixin.py:190} INFO - Skipping movie 1580970: could not fetch metadata.
[2026-06-17T10:35:35.283+0000] {logging_mixin.py:190} INFO - Skipping movie 1581013: could not fetch metadata.
[2026-06-17T10:35:35.369+0000] {logging_mixin.py:190} INFO - Skipping movie 1581018: could not fetch metadata.
[2026-06-17T10:35:35.415+0000] {logging_mixin.py:190} INFO - Skipping movie 1581021: could not fetch metadata.
[2026-06-17T10:35:37.492+0000] {logging_mixin.py:190} INFO - Skipping movie 1318999: could not fetch metadata.
[2026-06-17T10:35:42.413+0000] {logging_mixin.py:190} INFO - Skipping movie 794984: could not fetch metadata.
[2026-06-17T10:35:43.320+0000] {logging_mixin.py:190} INFO - Skipping movie 795077: could not fetch metadata.
[2026-06-17T10:35:44.929+0000] {logging_mixin.py:190} INFO - Skipping movie 1319463: could not fetch metadata.
[2026-06-17T10:35:46.290+0000] {logging_mixin.py:190} INFO - Skipping movie 1319545: could not fetch metadata.
[2026-06-17T10:35:48.566+0000] {logging_mixin.py:190} INFO - Skipping movie 1319616: could not fetch metadata.
[2026-06-17T10:35:49.412+0000] {logging_mixin.py:190} INFO - Skipping movie 1319674: could not fetch metadata.
[2026-06-17T10:35:49.483+0000] {logging_mixin.py:190} INFO - Skipping movie 1319678: could not fetch metadata.
[2026-06-17T10:35:49.732+0000] {logging_mixin.py:190} INFO - Skipping movie 1319684: could not fetch metadata.
[2026-06-17T10:35:53.961+0000] {logging_mixin.py:190} INFO - Skipping movie 1581969: could not fetch metadata.
[2026-06-17T10:35:54.101+0000] {logging_mixin.py:190} INFO - Skipping movie 1319836: could not fetch metadata.
[2026-06-17T10:35:54.184+0000] {logging_mixin.py:190} INFO - Skipping movie 1319851: could not fetch metadata.
[2026-06-17T10:35:54.245+0000] {logging_mixin.py:190} INFO - Skipping movie 1319859: could not fetch metadata.
[2026-06-17T10:35:54.368+0000] {logging_mixin.py:190} INFO - Skipping movie 1319862: could not fetch metadata.
[2026-06-17T10:35:54.378+0000] {logging_mixin.py:190} INFO - Skipping movie 1319866: could not fetch metadata.
[2026-06-17T10:35:54.405+0000] {logging_mixin.py:190} INFO - Skipping movie 1319868: could not fetch metadata.
[2026-06-17T10:36:11.819+0000] {logging_mixin.py:190} INFO - Skipping movie 1582615: could not fetch metadata.
[2026-06-17T10:36:16.305+0000] {logging_mixin.py:190} INFO - Skipping movie 1582773: could not fetch metadata.
[2026-06-17T10:36:16.408+0000] {logging_mixin.py:190} INFO - Skipping movie 1582778: could not fetch metadata.
[2026-06-17T10:36:16.491+0000] {logging_mixin.py:190} INFO - Skipping movie 1582779: could not fetch metadata.
[2026-06-17T10:36:16.784+0000] {logging_mixin.py:190} INFO - Skipping movie 1582785: could not fetch metadata.
[2026-06-17T10:36:19.026+0000] {logging_mixin.py:190} INFO - Skipping movie 1582881: could not fetch metadata.
[2026-06-17T10:36:22.077+0000] {logging_mixin.py:190} INFO - Skipping movie 1320844: could not fetch metadata.
[2026-06-17T10:36:52.492+0000] {logging_mixin.py:190} INFO - Skipping movie 1584036: could not fetch metadata.
[2026-06-17T10:36:52.634+0000] {logging_mixin.py:190} INFO - Skipping movie 1584038: could not fetch metadata.
[2026-06-17T10:36:52.699+0000] {logging_mixin.py:190} INFO - Skipping movie 1584040: could not fetch metadata.
[2026-06-17T10:36:52.740+0000] {logging_mixin.py:190} INFO - Skipping movie 1584043: could not fetch metadata.
[2026-06-17T10:36:53.090+0000] {logging_mixin.py:190} INFO - Skipping movie 1584058: could not fetch metadata.
[2026-06-17T10:36:53.359+0000] {logging_mixin.py:190} INFO - Skipping movie 1584066: could not fetch metadata.
[2026-06-17T10:36:53.755+0000] {logging_mixin.py:190} INFO - Skipping movie 1584080: could not fetch metadata.
[2026-06-17T10:37:15.584+0000] {logging_mixin.py:190} INFO - Skipping movie 1584851: could not fetch metadata.
[2026-06-17T10:37:18.146+0000] {logging_mixin.py:190} INFO - Skipping movie 1584997: could not fetch metadata.
[2026-06-17T10:37:24.407+0000] {logging_mixin.py:190} INFO - Skipping movie 1585302: could not fetch metadata.
[2026-06-17T10:37:24.780+0000] {logging_mixin.py:190} INFO - Skipping movie 1585338: could not fetch metadata.
[2026-06-17T10:37:25.079+0000] {logging_mixin.py:190} INFO - Skipping movie 1585348: could not fetch metadata.
[2026-06-17T10:37:25.311+0000] {logging_mixin.py:190} INFO - Skipping movie 1585355: could not fetch metadata.
[2026-06-17T10:37:25.575+0000] {logging_mixin.py:190} INFO - Skipping movie 1585365: could not fetch metadata.
[2026-06-17T10:37:25.629+0000] {logging_mixin.py:190} INFO - Skipping movie 1585369: could not fetch metadata.
[2026-06-17T10:37:27.975+0000] {logging_mixin.py:190} INFO - Skipping movie 1323308: could not fetch metadata.
[2026-06-17T10:37:29.374+0000] {logging_mixin.py:190} INFO - Skipping movie 1061225: could not fetch metadata.
[2026-06-17T10:37:35.026+0000] {logging_mixin.py:190} INFO - Skipping movie 1585796: could not fetch metadata.
[2026-06-17T10:37:35.181+0000] {logging_mixin.py:190} INFO - Skipping movie 1585810: could not fetch metadata.
[2026-06-17T10:37:46.308+0000] {logging_mixin.py:190} INFO - Skipping movie 1586360: could not fetch metadata.
[2026-06-17T10:37:46.339+0000] {logging_mixin.py:190} INFO - Skipping movie 1586358: could not fetch metadata.
[2026-06-17T10:37:46.935+0000] {logging_mixin.py:190} INFO - Skipping movie 1324242: could not fetch metadata.
[2026-06-17T10:37:53.530+0000] {logging_mixin.py:190} INFO - Skipping movie 1586728: could not fetch metadata.
[2026-06-17T10:37:57.685+0000] {logging_mixin.py:190} INFO - Skipping movie 1324829: could not fetch metadata.
[2026-06-17T10:37:59.411+0000] {logging_mixin.py:190} INFO - Skipping movie 1587071: could not fetch metadata.
[2026-06-17T10:37:59.700+0000] {logging_mixin.py:190} INFO - Skipping movie 538501: could not fetch metadata.
[2026-06-17T10:38:00.354+0000] {logging_mixin.py:190} INFO - Skipping movie 1587128: could not fetch metadata.
[2026-06-17T10:38:08.095+0000] {logging_mixin.py:190} INFO - Skipping movie 276775: could not fetch metadata.
[2026-06-17T10:38:25.219+0000] {logging_mixin.py:190} INFO - Skipping movie 1588362: could not fetch metadata.
[2026-06-17T10:38:30.147+0000] {logging_mixin.py:190} INFO - Skipping movie 1588667: could not fetch metadata.
[2026-06-17T10:38:38.545+0000] {logging_mixin.py:190} INFO - Skipping movie 1589059: could not fetch metadata.
[2026-06-17T10:38:38.563+0000] {logging_mixin.py:190} INFO - Skipping movie 1589054: could not fetch metadata.
[2026-06-17T10:38:38.616+0000] {logging_mixin.py:190} INFO - Skipping movie 1589060: could not fetch metadata.
[2026-06-17T10:38:38.810+0000] {logging_mixin.py:190} INFO - Skipping movie 1589066: could not fetch metadata.
[2026-06-17T10:38:45.388+0000] {logging_mixin.py:190} INFO - Skipping movie 1589470: could not fetch metadata.
[2026-06-17T10:38:49.349+0000] {logging_mixin.py:190} INFO - Skipping movie 1589732: could not fetch metadata.
[2026-06-17T10:38:51.281+0000] {logging_mixin.py:190} INFO - Skipping movie 1589847: could not fetch metadata.
[2026-06-17T10:38:52.697+0000] {logging_mixin.py:190} INFO - Skipping movie 1589899: could not fetch metadata.
[2026-06-17T10:38:53.087+0000] {logging_mixin.py:190} INFO - Skipping movie 1589916: could not fetch metadata.
[2026-06-17T10:38:53.766+0000] {logging_mixin.py:190} INFO - Skipping movie 1589972: could not fetch metadata.
[2026-06-17T10:38:53.886+0000] {logging_mixin.py:190} INFO - Skipping movie 1589980: could not fetch metadata.
[2026-06-17T10:38:59.995+0000] {logging_mixin.py:190} INFO - Skipping movie 1590286: could not fetch metadata.
[2026-06-17T10:39:00.087+0000] {logging_mixin.py:190} INFO - Skipping movie 1590289: could not fetch metadata.
[2026-06-17T10:39:03.046+0000] {logging_mixin.py:190} INFO - Skipping movie 1590460: could not fetch metadata.
[2026-06-17T10:39:03.065+0000] {logging_mixin.py:190} INFO - Skipping movie 1590465: could not fetch metadata.
[2026-06-17T10:39:03.150+0000] {logging_mixin.py:190} INFO - Skipping movie 1590471: could not fetch metadata.
[2026-06-17T10:39:03.316+0000] {logging_mixin.py:190} INFO - Skipping movie 1590480: could not fetch metadata.
[2026-06-17T10:39:03.615+0000] {logging_mixin.py:190} INFO - Skipping movie 1590501: could not fetch metadata.
[2026-06-17T10:39:03.623+0000] {logging_mixin.py:190} INFO - Skipping movie 1590503: could not fetch metadata.
[2026-06-17T10:39:06.859+0000] {logging_mixin.py:190} INFO - Skipping movie 279954: could not fetch metadata.
[2026-06-17T10:39:08.648+0000] {logging_mixin.py:190} INFO - Skipping movie 1328625: could not fetch metadata.
[2026-06-17T10:39:10.543+0000] {logging_mixin.py:190} INFO - Skipping movie 1590835: could not fetch metadata.
[2026-06-17T10:39:11.063+0000] {logging_mixin.py:190} INFO - Skipping movie 1590915: could not fetch metadata.
[2026-06-17T10:39:13.248+0000] {logging_mixin.py:190} INFO - Skipping movie 804585: could not fetch metadata.
[2026-06-17T10:39:17.485+0000] {logging_mixin.py:190} INFO - Skipping movie 1591215: could not fetch metadata.
[2026-06-17T10:39:21.775+0000] {logging_mixin.py:190} INFO - Skipping movie 1329284: could not fetch metadata.
[2026-06-17T10:39:26.391+0000] {logging_mixin.py:190} INFO - Skipping movie 1591612: could not fetch metadata.
[2026-06-17T10:39:28.461+0000] {logging_mixin.py:190} INFO - Skipping movie 1329649: could not fetch metadata.
[2026-06-17T10:39:29.031+0000] {logging_mixin.py:190} INFO - Skipping movie 1591835: could not fetch metadata.
[2026-06-17T10:39:31.994+0000] {logging_mixin.py:190} INFO - Skipping movie 1592006: could not fetch metadata.
[2026-06-17T10:39:34.551+0000] {logging_mixin.py:190} INFO - Skipping movie 1329999: could not fetch metadata.
[2026-06-17T10:39:37.099+0000] {logging_mixin.py:190} INFO - Skipping movie 1592303: could not fetch metadata.
[2026-06-17T10:39:41.140+0000] {logging_mixin.py:190} INFO - Skipping movie 1592523: could not fetch metadata.
[2026-06-17T10:39:45.056+0000] {logging_mixin.py:190} INFO - Skipping movie 806295: could not fetch metadata.
[2026-06-17T10:39:45.229+0000] {logging_mixin.py:190} INFO - Skipping movie 1592758: could not fetch metadata.
[2026-06-17T10:39:50.077+0000] {logging_mixin.py:190} INFO - Skipping movie 1593058: could not fetch metadata.
[2026-06-17T10:39:51.462+0000] {logging_mixin.py:190} INFO - Skipping movie 1593150: could not fetch metadata.
[2026-06-17T10:39:51.466+0000] {logging_mixin.py:190} INFO - Skipping movie 1593147: could not fetch metadata.
[2026-06-17T10:39:51.611+0000] {logging_mixin.py:190} INFO - Skipping movie 1593158: could not fetch metadata.
[2026-06-17T10:39:51.749+0000] {logging_mixin.py:190} INFO - Skipping movie 1068884: could not fetch metadata.
[2026-06-17T10:39:53.734+0000] {logging_mixin.py:190} INFO - Skipping movie 20370: could not fetch metadata.
[2026-06-17T10:39:54.136+0000] {logging_mixin.py:190} INFO - Skipping movie 1593318: could not fetch metadata.
[2026-06-17T10:39:54.563+0000] {logging_mixin.py:190} INFO - Skipping movie 1331207: could not fetch metadata.
[2026-06-17T10:39:56.037+0000] {logging_mixin.py:190} INFO - Skipping movie 1593439: could not fetch metadata.
[2026-06-17T10:40:11.161+0000] {logging_mixin.py:190} INFO - Skipping movie 1594415: could not fetch metadata.
[2026-06-17T10:40:11.286+0000] {logging_mixin.py:190} INFO - Skipping movie 1594423: could not fetch metadata.
[2026-06-17T10:40:13.363+0000] {logging_mixin.py:190} INFO - Skipping movie 1594558: could not fetch metadata.
[2026-06-17T10:40:16.418+0000] {logging_mixin.py:190} INFO - Skipping movie 1594717: could not fetch metadata.
[2026-06-17T10:40:18.259+0000] {logging_mixin.py:190} INFO - Skipping movie 1594879: could not fetch metadata.
[2026-06-17T10:40:23.590+0000] {logging_mixin.py:190} INFO - Skipping movie 1595209: could not fetch metadata.
[2026-06-17T10:40:24.524+0000] {logging_mixin.py:190} INFO - Skipping movie 1595245: could not fetch metadata.
[2026-06-17T10:40:25.106+0000] {logging_mixin.py:190} INFO - Skipping movie 1595254: could not fetch metadata.
[2026-06-17T10:40:26.327+0000] {logging_mixin.py:190} INFO - Skipping movie 284606: could not fetch metadata.
[2026-06-17T10:40:27.113+0000] {logging_mixin.py:190} INFO - Skipping movie 808958: could not fetch metadata.
[2026-06-17T10:40:27.126+0000] {logging_mixin.py:190} INFO - Skipping movie 808961: could not fetch metadata.
[2026-06-17T10:40:27.375+0000] {logging_mixin.py:190} INFO - Skipping movie 808963: could not fetch metadata.
[2026-06-17T10:40:27.389+0000] {logging_mixin.py:190} INFO - Skipping movie 808967: could not fetch metadata.
[2026-06-17T10:40:27.395+0000] {logging_mixin.py:190} INFO - Skipping movie 808968: could not fetch metadata.
[2026-06-17T10:40:27.504+0000] {logging_mixin.py:190} INFO - Skipping movie 808970: could not fetch metadata.
[2026-06-17T10:40:27.728+0000] {logging_mixin.py:190} INFO - Skipping movie 808974: could not fetch metadata.
[2026-06-17T10:40:30.904+0000] {logging_mixin.py:190} INFO - Skipping movie 1595611: could not fetch metadata.
[2026-06-17T10:40:31.956+0000] {logging_mixin.py:190} INFO - Skipping movie 1595673: could not fetch metadata.
[2026-06-17T10:40:39.372+0000] {logging_mixin.py:190} INFO - Skipping movie 1596126: could not fetch metadata.
[2026-06-17T10:40:45.360+0000] {logging_mixin.py:190} INFO - Skipping movie 1596425: could not fetch metadata.
[2026-06-17T10:40:47.839+0000] {logging_mixin.py:190} INFO - Skipping movie 1072321: could not fetch metadata.
[2026-06-17T10:40:50.298+0000] {logging_mixin.py:190} INFO - Skipping movie 1596817: could not fetch metadata.
[2026-06-17T10:40:55.567+0000] {logging_mixin.py:190} INFO - Skipping movie 810684: could not fetch metadata.
[2026-06-17T10:40:57.216+0000] {logging_mixin.py:190} INFO - Skipping movie 1597215: could not fetch metadata.
[2026-06-17T10:41:00.197+0000] {logging_mixin.py:190} INFO - Skipping movie 1597383: could not fetch metadata.
[2026-06-17T10:41:02.150+0000] {logging_mixin.py:190} INFO - Skipping movie 811134: could not fetch metadata.
[2026-06-17T10:41:03.530+0000] {logging_mixin.py:190} INFO - Skipping movie 1073352: could not fetch metadata.
[2026-06-17T10:41:05.348+0000] {logging_mixin.py:190} INFO - Skipping movie 1597709: could not fetch metadata.
[2026-06-17T10:41:06.061+0000] {logging_mixin.py:190} INFO - Skipping movie 1597786: could not fetch metadata.
[2026-06-17T10:41:07.679+0000] {logging_mixin.py:190} INFO - Skipping movie 1597909: could not fetch metadata.
[2026-06-17T10:41:08.856+0000] {logging_mixin.py:190} INFO - Skipping movie 1597966: could not fetch metadata.
[2026-06-17T10:41:10.423+0000] {logging_mixin.py:190} INFO - Skipping movie 287314: could not fetch metadata.
[2026-06-17T10:41:10.640+0000] {logging_mixin.py:190} INFO - Skipping movie 1598055: could not fetch metadata.
[2026-06-17T10:41:11.373+0000] {logging_mixin.py:190} INFO - Skipping movie 1598114: could not fetch metadata.
[2026-06-17T10:41:12.882+0000] {logging_mixin.py:190} INFO - Skipping movie 1073921: could not fetch metadata.
[2026-06-17T10:41:12.928+0000] {logging_mixin.py:190} INFO - Skipping movie 1598167: could not fetch metadata.
[2026-06-17T10:41:15.225+0000] {logging_mixin.py:190} INFO - Skipping movie 1598330: could not fetch metadata.
[2026-06-17T10:41:22.385+0000] {logging_mixin.py:190} INFO - Skipping movie 550152: could not fetch metadata.
[2026-06-17T10:41:31.176+0000] {logging_mixin.py:190} INFO - Skipping movie 1599219: could not fetch metadata.
[2026-06-17T10:41:32.556+0000] {logging_mixin.py:190} INFO - Skipping movie 1599325: could not fetch metadata.
[2026-06-17T10:41:32.657+0000] {logging_mixin.py:190} INFO - Skipping movie 550760: could not fetch metadata.
[2026-06-17T10:41:35.009+0000] {logging_mixin.py:190} INFO - Skipping movie 1599424: could not fetch metadata.
[2026-06-17T10:41:45.570+0000] {logging_mixin.py:190} INFO - Skipping movie 1599951: could not fetch metadata.
[2026-06-17T10:41:46.799+0000] {logging_mixin.py:190} INFO - Skipping movie 1600000: could not fetch metadata.
[2026-06-17T10:41:56.344+0000] {logging_mixin.py:190} INFO - Skipping movie 1600441: could not fetch metadata.
[2026-06-17T10:41:59.608+0000] {logging_mixin.py:190} INFO - Skipping movie 1600596: could not fetch metadata.
