[2026-07-19T12:18:57.559+0000] {local_task_job_runner.py:123} INFO - ::group::Pre task execution logs
[2026-07-19T12:18:58.007+0000] {taskinstance.py:2603} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: tmdb_incremental_sync.incremental_sync_pipeline scheduled__2026-07-18T00:00:00+00:00 [queued]>
[2026-07-19T12:18:58.143+0000] {taskinstance.py:2603} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: tmdb_incremental_sync.incremental_sync_pipeline scheduled__2026-07-18T00:00:00+00:00 [queued]>
[2026-07-19T12:18:58.149+0000] {taskinstance.py:2856} INFO - Starting attempt 2 of 3
[2026-07-19T12:18:58.270+0000] {taskinstance.py:2879} INFO - Executing <Task(PythonOperator): incremental_sync_pipeline> on 2026-07-18 00:00:00+00:00
[2026-07-19T12:18:58.326+0000] {logging_mixin.py:190} WARNING - /home/***/.local/lib/python3.12/site-packages/***/task/task_runner/standard_task_runner.py:70 DeprecationWarning: This process (pid=30395) is multi-threaded, use of fork() may lead to deadlocks in the child.
[2026-07-19T12:18:58.321+0000] {standard_task_runner.py:104} INFO - Running: ['***', 'tasks', 'run', 'tmdb_incremental_sync', 'incremental_sync_pipeline', 'scheduled__2026-07-18T00:00:00+00:00', '--job-id', '84', '--raw', '--subdir', 'DAGS_FOLDER/tmdb_incremental_sync.py', '--cfg-path', '/tmp/tmpfu6tmczh']
[2026-07-19T12:18:58.338+0000] {standard_task_runner.py:72} INFO - Started process 30396 to run task
[2026-07-19T12:18:58.340+0000] {standard_task_runner.py:105} INFO - Job 84: Subtask incremental_sync_pipeline
[2026-07-19T12:18:59.338+0000] {task_command.py:467} INFO - Running <TaskInstance: tmdb_incremental_sync.incremental_sync_pipeline scheduled__2026-07-18T00:00:00+00:00 [running]> on host d8c53ec118ae
[2026-07-19T12:19:00.290+0000] {taskinstance.py:3122} INFO - Exporting env vars: AIRFLOW_CTX_DAG_OWNER='***' AIRFLOW_CTX_DAG_ID='tmdb_incremental_sync' AIRFLOW_CTX_TASK_ID='incremental_sync_pipeline' AIRFLOW_CTX_EXECUTION_DATE='2026-07-18T00:00:00+00:00' AIRFLOW_CTX_TRY_NUMBER='2' AIRFLOW_CTX_DAG_RUN_ID='scheduled__2026-07-18T00:00:00+00:00'
[2026-07-19T12:19:00.315+0000] {taskinstance.py:731} INFO - ::endgroup::
[2026-07-19T12:19:00.600+0000] {logging_mixin.py:190} INFO - Starting incremental sync for 2026-07-18 → 2026-07-19...
[2026-07-19T12:38:01.874+0000] {logging_mixin.py:190} INFO - Skipping movie 919568: could not fetch metadata.
[2026-07-19T12:38:04.789+0000] {logging_mixin.py:190} INFO - Skipping movie 1697904: could not fetch metadata.
[2026-07-19T12:38:04.963+0000] {logging_mixin.py:190} INFO - Skipping movie 1566838: could not fetch metadata.
[2026-07-19T12:38:05.357+0000] {logging_mixin.py:190} INFO - Skipping movie 1697922: could not fetch metadata.
[2026-07-19T12:38:06.612+0000] {logging_mixin.py:190} INFO - Skipping movie 1697945: could not fetch metadata.
[2026-07-19T12:38:07.551+0000] {logging_mixin.py:190} INFO - Skipping movie 1730745: could not fetch metadata.
[2026-07-19T12:38:12.117+0000] {logging_mixin.py:190} INFO - Skipping movie 895320: could not fetch metadata.
[2026-07-19T12:38:15.203+0000] {logging_mixin.py:190} INFO - Skipping movie 1690039: could not fetch metadata.
[2026-07-19T12:38:17.107+0000] {logging_mixin.py:190} INFO - Skipping movie 895453: could not fetch metadata.
[2026-07-19T12:38:17.206+0000] {logging_mixin.py:190} INFO - Skipping movie 1296862: could not fetch metadata.
[2026-07-19T12:38:18.302+0000] {logging_mixin.py:190} INFO - Skipping movie 1042943: could not fetch metadata.
[2026-07-19T12:38:22.561+0000] {logging_mixin.py:190} INFO - Skipping movie 133740: could not fetch metadata.
[2026-07-19T12:38:23.458+0000] {logging_mixin.py:190} INFO - Skipping movie 1518212: could not fetch metadata.
[2026-07-19T12:38:27.593+0000] {logging_mixin.py:190} INFO - Skipping movie 1338105: could not fetch metadata.
[2026-07-19T12:38:28.925+0000] {logging_mixin.py:190} INFO - Skipping movie 1698605: could not fetch metadata.
[2026-07-19T12:38:36.309+0000] {logging_mixin.py:190} INFO - Skipping movie 1412080: could not fetch metadata.
[2026-07-19T12:38:38.713+0000] {logging_mixin.py:190} INFO - Skipping movie 764959: could not fetch metadata.
[2026-07-19T12:38:44.229+0000] {logging_mixin.py:190} INFO - Skipping movie 1150146: could not fetch metadata.
[2026-07-19T12:38:52.528+0000] {logging_mixin.py:190} INFO - Skipping movie 1723798: could not fetch metadata.
[2026-07-19T12:38:59.848+0000] {logging_mixin.py:190} INFO - Skipping movie 896576: could not fetch metadata.
[2026-07-19T12:39:00.168+0000] {logging_mixin.py:190} INFO - Skipping movie 1412684: could not fetch metadata.
[2026-07-19T12:39:01.044+0000] {logging_mixin.py:190} INFO - Skipping movie 1199725: could not fetch metadata.
[2026-07-19T12:39:05.093+0000] {logging_mixin.py:190} INFO - Skipping movie 1109708: could not fetch metadata.
[2026-07-19T12:39:07.565+0000] {logging_mixin.py:190} INFO - Skipping movie 896772: could not fetch metadata.
[2026-07-19T12:39:10.680+0000] {logging_mixin.py:190} INFO - Skipping movie 896873: could not fetch metadata.
[2026-07-19T12:39:13.050+0000] {logging_mixin.py:190} INFO - Skipping movie 1019803: could not fetch metadata.
[2026-07-19T12:39:15.431+0000] {logging_mixin.py:190} INFO - Skipping movie 1134550: could not fetch metadata.
[2026-07-19T12:39:17.887+0000] {logging_mixin.py:190} INFO - Skipping movie 1388537: could not fetch metadata.
[2026-07-19T12:39:20.420+0000] {logging_mixin.py:190} INFO - Skipping movie 1142858: could not fetch metadata.
[2026-07-19T12:39:20.693+0000] {logging_mixin.py:190} INFO - Skipping movie 1388622: could not fetch metadata.
[2026-07-19T12:39:20.891+0000] {logging_mixin.py:190} INFO - Skipping movie 1388635: could not fetch metadata.
[2026-07-19T12:39:21.600+0000] {logging_mixin.py:190} INFO - Skipping movie 1388654: could not fetch metadata.
[2026-07-19T12:39:21.834+0000] {logging_mixin.py:190} INFO - Skipping movie 1724532: could not fetch metadata.
[2026-07-19T12:39:24.083+0000] {logging_mixin.py:190} INFO - Skipping movie 1396918: could not fetch metadata.
[2026-07-19T12:39:24.728+0000] {logging_mixin.py:190} INFO - Skipping movie 1568978: could not fetch metadata.
[2026-07-19T12:39:31.618+0000] {logging_mixin.py:190} INFO - Skipping movie 1732981: could not fetch metadata.
[2026-07-19T12:39:34.583+0000] {logging_mixin.py:190} INFO - Skipping movie 1725192: could not fetch metadata.
[2026-07-19T12:39:34.789+0000] {logging_mixin.py:190} INFO - Skipping movie 1733062: could not fetch metadata.
[2026-07-19T12:39:36.427+0000] {logging_mixin.py:190} INFO - Skipping movie 1733091: could not fetch metadata.
[2026-07-19T12:39:42.153+0000] {logging_mixin.py:190} INFO - Skipping movie 1733205: could not fetch metadata.
[2026-07-19T12:39:42.494+0000] {logging_mixin.py:190} INFO - Skipping movie 1733219: could not fetch metadata.
[2026-07-19T12:39:42.603+0000] {logging_mixin.py:190} INFO - Skipping movie 1733218: could not fetch metadata.
[2026-07-19T12:39:42.653+0000] {logging_mixin.py:190} INFO - Skipping movie 1733221: could not fetch metadata.
[2026-07-19T12:39:42.703+0000] {logging_mixin.py:190} INFO - Skipping movie 1733222: could not fetch metadata.
[2026-07-19T12:39:42.880+0000] {logging_mixin.py:190} INFO - Skipping movie 1733226: could not fetch metadata.
[2026-07-19T12:39:42.874+0000] {logging_mixin.py:190} INFO - Skipping movie 1733224: could not fetch metadata.
[2026-07-19T12:39:43.290+0000] {logging_mixin.py:190} INFO - Skipping movie 1733230: could not fetch metadata.
[2026-07-19T12:39:43.361+0000] {logging_mixin.py:190} INFO - Skipping movie 1733235: could not fetch metadata.
[2026-07-19T12:39:43.373+0000] {logging_mixin.py:190} INFO - Skipping movie 1733232: could not fetch metadata.
[2026-07-19T12:39:43.474+0000] {logging_mixin.py:190} INFO - Skipping movie 1716846: could not fetch metadata.
[2026-07-19T12:39:43.564+0000] {logging_mixin.py:190} INFO - Skipping movie 1733237: could not fetch metadata.
[2026-07-19T12:39:43.801+0000] {logging_mixin.py:190} INFO - Skipping movie 1733238: could not fetch metadata.
[2026-07-19T12:39:43.892+0000] {logging_mixin.py:190} INFO - Skipping movie 1733239: could not fetch metadata.
[2026-07-19T12:39:44.161+0000] {logging_mixin.py:190} INFO - Skipping movie 1733251: could not fetch metadata.
[2026-07-19T12:39:45.006+0000] {logging_mixin.py:190} INFO - Skipping movie 1733267: could not fetch metadata.
[2026-07-19T12:39:45.942+0000] {logging_mixin.py:190} INFO - Skipping movie 1733286: could not fetch metadata.
[2026-07-19T12:39:46.038+0000] {logging_mixin.py:190} INFO - Skipping movie 1733288: could not fetch metadata.
[2026-07-19T12:39:46.147+0000] {logging_mixin.py:190} INFO - Skipping movie 1733291: could not fetch metadata.
[2026-07-19T12:39:46.293+0000] {logging_mixin.py:190} INFO - Skipping movie 1577651: could not fetch metadata.
[2026-07-19T12:39:46.589+0000] {logging_mixin.py:190} INFO - Skipping movie 1733303: could not fetch metadata.
[2026-07-19T12:39:46.857+0000] {logging_mixin.py:190} INFO - Skipping movie 1733313: could not fetch metadata.
[2026-07-19T12:39:46.983+0000] {logging_mixin.py:190} INFO - Skipping movie 1733314: could not fetch metadata.
[2026-07-19T12:39:47.248+0000] {logging_mixin.py:190} INFO - Skipping movie 1733321: could not fetch metadata.
[2026-07-19T12:39:47.998+0000] {logging_mixin.py:190} INFO - Skipping movie 1733331: could not fetch metadata.
[2026-07-19T12:39:48.244+0000] {logging_mixin.py:190} INFO - Skipping movie 1733335: could not fetch metadata.
[2026-07-19T12:39:48.381+0000] {logging_mixin.py:190} INFO - Skipping movie 1733338: could not fetch metadata.
[2026-07-19T12:39:48.692+0000] {logging_mixin.py:190} INFO - Skipping movie 1733342: could not fetch metadata.
[2026-07-19T12:39:48.782+0000] {logging_mixin.py:190} INFO - Skipping movie 1733344: could not fetch metadata.
[2026-07-19T12:39:50.427+0000] {logging_mixin.py:190} INFO - Skipping movie 1733375: could not fetch metadata.
[2026-07-19T12:39:50.471+0000] {logging_mixin.py:190} INFO - Skipping movie 1733376: could not fetch metadata.
[2026-07-19T12:39:50.530+0000] {logging_mixin.py:190} INFO - Skipping movie 1733377: could not fetch metadata.
[2026-07-19T12:39:50.601+0000] {logging_mixin.py:190} INFO - Skipping movie 1733380: could not fetch metadata.
[2026-07-19T12:39:50.655+0000] {logging_mixin.py:190} INFO - Skipping movie 1733381: could not fetch metadata.
[2026-07-19T12:39:50.987+0000] {logging_mixin.py:190} INFO - Skipping movie 1733388: could not fetch metadata.
[2026-07-19T12:39:51.428+0000] {logging_mixin.py:190} INFO - Skipping movie 1733397: could not fetch metadata.
[2026-07-19T12:39:54.993+0000] {logging_mixin.py:190} INFO - Skipping movie 1733443: could not fetch metadata.
[2026-07-19T12:39:57.690+0000] {logging_mixin.py:190} INFO - Skipping movie 1733474: could not fetch metadata.
[2026-07-19T12:39:58.133+0000] {logging_mixin.py:190} INFO - Skipping movie 1733480: could not fetch metadata.
[2026-07-19T12:39:58.797+0000] {logging_mixin.py:190} INFO - Skipping movie 1733489: could not fetch metadata.
[2026-07-19T12:39:59.148+0000] {logging_mixin.py:190} INFO - Skipping movie 1733491: could not fetch metadata.
[2026-07-19T12:39:59.226+0000] {logging_mixin.py:190} INFO - Skipping movie 1733493: could not fetch metadata.
[2026-07-19T12:39:59.281+0000] {logging_mixin.py:190} INFO - Skipping movie 1733494: could not fetch metadata.
[2026-07-19T12:39:59.361+0000] {logging_mixin.py:190} INFO - Skipping movie 1733492: could not fetch metadata.
[2026-07-19T12:39:59.377+0000] {logging_mixin.py:190} INFO - Skipping movie 1733495: could not fetch metadata.
[2026-07-19T12:39:59.493+0000] {logging_mixin.py:190} INFO - Skipping movie 1733497: could not fetch metadata.
[2026-07-19T12:40:00.383+0000] {logging_mixin.py:190} INFO - Skipping movie 1733509: could not fetch metadata.
[2026-07-19T12:40:00.689+0000] {logging_mixin.py:190} INFO - Skipping movie 1733517: could not fetch metadata.
[2026-07-19T12:40:03.910+0000] {logging_mixin.py:190} INFO - Skipping movie 1733578: could not fetch metadata.
[2026-07-19T12:40:04.367+0000] {logging_mixin.py:190} INFO - Skipping movie 1733584: could not fetch metadata.
[2026-07-19T12:40:04.974+0000] {logging_mixin.py:190} INFO - Skipping movie 1733596: could not fetch metadata.
[2026-07-19T12:40:05.495+0000] {logging_mixin.py:190} INFO - Skipping movie 1733605: could not fetch metadata.
[2026-07-19T12:40:05.584+0000] {logging_mixin.py:190} INFO - Skipping movie 1733606: could not fetch metadata.
[2026-07-19T12:40:06.325+0000] {logging_mixin.py:190} INFO - Skipping movie 1733616: could not fetch metadata.
[2026-07-19T12:40:06.372+0000] {logging_mixin.py:190} INFO - Skipping movie 1733617: could not fetch metadata.
[2026-07-19T12:40:06.521+0000] {logging_mixin.py:190} INFO - Skipping movie 1733619: could not fetch metadata.
[2026-07-19T12:40:06.561+0000] {logging_mixin.py:190} INFO - Skipping movie 1733620: could not fetch metadata.
[2026-07-19T12:40:06.821+0000] {logging_mixin.py:190} INFO - Skipping movie 1733621: could not fetch metadata.
[2026-07-19T12:40:06.989+0000] {logging_mixin.py:190} INFO - Skipping movie 1733623: could not fetch metadata.
[2026-07-19T12:40:07.069+0000] {logging_mixin.py:190} INFO - Skipping movie 1733625: could not fetch metadata.
[2026-07-19T12:40:07.411+0000] {logging_mixin.py:190} INFO - Skipping movie 1733449: could not fetch metadata.
[2026-07-19T12:40:08.025+0000] {logging_mixin.py:190} INFO - Skipping movie 1733644: could not fetch metadata.
[2026-07-19T12:40:08.223+0000] {logging_mixin.py:190} INFO - Skipping movie 1733452: could not fetch metadata.
[2026-07-19T12:40:12.539+0000] {logging_mixin.py:190} INFO - Skipping movie 1127519: could not fetch metadata.
[2026-07-19T12:40:13.519+0000] {logging_mixin.py:190} INFO - Request error on attempt 1/3 for https://api.themoviedb.org/3/movie/1733742: HTTPSConnectionPool(host='api.themoviedb.org', port=443): Max retries exceeded with url: /3/movie/1733742?api_key=6f73ac85d32f789d075631f40192f5ab (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f1d07aebf20>: Failed to establish a new connection: [Errno 111] Connection refused'))
[2026-07-19T12:40:13.519+0000] {logging_mixin.py:190} INFO - Request error on attempt 1/3 for https://api.themoviedb.org/3/movie/38002: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))
[2026-07-19T12:40:13.519+0000] {logging_mixin.py:190} INFO - SSL error on attempt 1/3 for https://api.themoviedb.org/3/movie/1733740: HTTPSConnectionPool(host='api.themoviedb.org', port=443): Max retries exceeded with url: /3/movie/1733740?api_key=6f73ac85d32f789d075631f40192f5ab (Caused by SSLError(SSLEOFError(8, '[SSL: UNEXPECTED_EOF_WHILE_READING] EOF occurred in violation of protocol (_ssl.c:1000)')))
[2026-07-19T12:40:13.519+0000] {logging_mixin.py:190} INFO - Request error on attempt 1/3 for https://api.themoviedb.org/3/movie/1733736: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))
[2026-07-19T12:40:13.519+0000] {logging_mixin.py:190} INFO - SSL error on attempt 1/3 for https://api.themoviedb.org/3/movie/1733738: HTTPSConnectionPool(host='api.themoviedb.org', port=443): Max retries exceeded with url: /3/movie/1733738?api_key=6f73ac85d32f789d075631f40192f5ab (Caused by SSLError(SSLEOFError(8, '[SSL: UNEXPECTED_EOF_WHILE_READING] EOF occurred in violation of protocol (_ssl.c:1000)')))
[2026-07-19T12:40:13.519+0000] {logging_mixin.py:190} INFO - SSL error on attempt 1/3 for https://api.themoviedb.org/3/movie/1733739: HTTPSConnectionPool(host='api.themoviedb.org', port=443): Max retries exceeded with url: /3/movie/1733739?api_key=6f73ac85d32f789d075631f40192f5ab (Caused by SSLError(SSLEOFError(8, '[SSL: UNEXPECTED_EOF_WHILE_READING] EOF occurred in violation of protocol (_ssl.c:1000)')))
[2026-07-19T12:40:13.519+0000] {logging_mixin.py:190} INFO - Skipping movie 1733756: could not fetch metadata.
[2026-07-19T12:40:13.519+0000] {logging_mixin.py:190} INFO - Request error on attempt 1/3 for https://api.themoviedb.org/3/movie/1733734: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))
[2026-07-19T12:40:14.889+0000] {logging_mixin.py:190} INFO - Skipping movie 1733766: could not fetch metadata.
[2026-07-19T12:40:18.892+0000] {logging_mixin.py:190} INFO - Skipping movie 1168555: could not fetch metadata.
[2026-07-19T12:40:19.855+0000] {logging_mixin.py:190} INFO - Skipping movie 1733800: could not fetch metadata.
[2026-07-19T12:40:23.249+0000] {logging_mixin.py:190} INFO - Skipping movie 1733838: could not fetch metadata.
[2026-07-19T12:40:28.010+0000] {logging_mixin.py:190} INFO - Skipping movie 1733500: could not fetch metadata.
[2026-07-19T12:40:37.462+0000] {logging_mixin.py:190} INFO - Skipping movie 1529286: could not fetch metadata.
[2026-07-19T13:11:02.072+0000] {logging_mixin.py:190} INFO - Skipping movie 1733555: could not fetch metadata.
[2026-07-19T13:11:03.221+0000] {job.py:229} INFO - Heartbeat recovered after 1826.82 seconds
[2026-07-19T13:11:06.192+0000] {logging_mixin.py:190} INFO - Skipping movie 1676951: could not fetch metadata.
[2026-07-19T13:11:07.996+0000] {logging_mixin.py:190} INFO - Skipping movie 1726165: could not fetch metadata.
[2026-07-19T13:11:09.451+0000] {logging_mixin.py:190} INFO - Skipping movie 1726213: could not fetch metadata.
[2026-07-19T13:11:10.651+0000] {logging_mixin.py:190} INFO - Skipping movie 980785: could not fetch metadata.
[2026-07-19T13:11:15.694+0000] {logging_mixin.py:190} INFO - Skipping movie 1733626: could not fetch metadata.
[2026-07-19T13:11:17.860+0000] {logging_mixin.py:190} INFO - Skipping movie 1726391: could not fetch metadata.
[2026-07-19T13:11:21.246+0000] {logging_mixin.py:190} INFO - Skipping movie 1733657: could not fetch metadata.
[2026-07-19T13:11:21.482+0000] {logging_mixin.py:190} INFO - Skipping movie 948266: could not fetch metadata.
[2026-07-19T13:11:24.057+0000] {logging_mixin.py:190} INFO - Skipping movie 1733671: could not fetch metadata.
[2026-07-19T13:11:24.617+0000] {logging_mixin.py:190} INFO - Skipping movie 890992: could not fetch metadata.
[2026-07-19T13:11:24.643+0000] {logging_mixin.py:190} INFO - Skipping movie 890993: could not fetch metadata.
[2026-07-19T13:11:24.697+0000] {logging_mixin.py:190} INFO - Skipping movie 890990: could not fetch metadata.
[2026-07-19T13:11:24.773+0000] {logging_mixin.py:190} INFO - Skipping movie 890997: could not fetch metadata.
[2026-07-19T13:11:25.594+0000] {logging_mixin.py:190} INFO - Skipping movie 1169542: could not fetch metadata.
[2026-07-19T13:11:25.678+0000] {logging_mixin.py:190} INFO - Skipping movie 1733677: could not fetch metadata.
[2026-07-19T13:11:35.145+0000] {logging_mixin.py:190} INFO - Skipping movie 1087865: could not fetch metadata.
[2026-07-19T13:11:36.378+0000] {logging_mixin.py:190} INFO - Skipping movie 1153445: could not fetch metadata.
[2026-07-19T13:11:38.799+0000] {logging_mixin.py:190} INFO - Skipping movie 1694173: could not fetch metadata.
[2026-07-19T13:11:38.958+0000] {logging_mixin.py:190} INFO - Skipping movie 1055208: could not fetch metadata.
[2026-07-19T13:11:40.039+0000] {logging_mixin.py:190} INFO - Skipping movie 1733753: could not fetch metadata.
[2026-07-19T13:11:44.558+0000] {logging_mixin.py:190} INFO - Skipping movie 1694286: could not fetch metadata.
[2026-07-19T13:11:44.966+0000] {logging_mixin.py:190} INFO - Skipping movie 1694305: could not fetch metadata.
[2026-07-19T13:11:46.154+0000] {logging_mixin.py:190} INFO - Skipping movie 1694344: could not fetch metadata.
[2026-07-19T13:11:49.498+0000] {logging_mixin.py:190} INFO - Skipping movie 1733793: could not fetch metadata.
[2026-07-19T13:11:49.785+0000] {logging_mixin.py:190} INFO - Skipping movie 1653454: could not fetch metadata.
[2026-07-19T13:11:53.656+0000] {logging_mixin.py:190} INFO - Skipping movie 1571631: could not fetch metadata.
[2026-07-19T13:11:53.847+0000] {logging_mixin.py:190} INFO - Skipping movie 1020653: could not fetch metadata.
[2026-07-19T13:11:54.531+0000] {logging_mixin.py:190} INFO - Skipping movie 1669967: could not fetch metadata.
[2026-07-19T13:12:09.369+0000] {logging_mixin.py:190} INFO - Skipping movie 1719621: could not fetch metadata.
[2026-07-19T13:12:09.415+0000] {logging_mixin.py:190} INFO - Skipping movie 1695046: could not fetch metadata.
[2026-07-19T13:12:09.829+0000] {logging_mixin.py:190} INFO - Skipping movie 1695057: could not fetch metadata.
[2026-07-19T13:12:10.618+0000] {logging_mixin.py:190} INFO - Skipping movie 1391981: could not fetch metadata.
[2026-07-19T13:12:12.448+0000] {logging_mixin.py:190} INFO - Skipping movie 1727915: could not fetch metadata.
[2026-07-19T13:12:17.560+0000] {logging_mixin.py:190} INFO - Skipping movie 1728111: could not fetch metadata.
[2026-07-19T13:12:21.544+0000] {logging_mixin.py:190} INFO - Skipping movie 1564428: could not fetch metadata.
[2026-07-19T13:12:21.640+0000] {logging_mixin.py:190} INFO - Skipping movie 1203982: could not fetch metadata.
[2026-07-19T13:12:24.339+0000] {logging_mixin.py:190} INFO - Skipping movie 1695564: could not fetch metadata.
